Date,AAPL,KO,MDLZ,SHOP
2019-04-18,50.96500015258789,47.47999954223633,50.09000015258789,22.07200050354004
2019-04-22,51.13249969482422,47.400001525878906,50.18000030517578,22.429000854492188
2019-04-23,51.869998931884766,48.209999084472656,50.36000061035156,22.3439998626709
2019-04-24,51.790000915527344,47.97999954223633,50.380001068115234,21.981000900268555
2019-04-25,51.31999969482422,47.84000015258789,50.0099983215332,21.89699935913086
2019-04-26,51.07500076293945,48.2599983215332,50.290000915527344,22.22800064086914
2019-04-29,51.15250015258789,48.41999816894531,50.529998779296875,22.57900047302246
2019-04-30,50.16749954223633,49.060001373291016,50.849998474121094,24.35300064086914
2019-05-01,52.630001068115234,48.59000015258789,51.63999938964844,24.516000747680664
2019-05-02,52.287498474121094,48.38999938964844,51.47999954223633,25.554000854492188
2019-05-03,52.9375,48.720001220703125,51.7599983215332,26.402999877929688
2019-05-06,52.119998931884766,48.470001220703125,51.599998474121094,26.552000045776367
2019-05-07,50.71500015258789,48.0,51.0099983215332,25.868999481201172
2019-05-08,50.724998474121094,47.849998474121094,51.0099983215332,26.150999069213867
2019-05-09,50.18000030517578,47.400001525878906,51.349998474121094,26.062000274658203
2019-05-10,49.29499816894531,48.189998626708984,51.869998931884766,25.882999420166016
2019-05-13,46.43000030517578,48.04999923706055,51.189998626708984,25.07900047302246
2019-05-14,47.165000915527344,48.689998626708984,51.619998931884766,25.315000534057617
2019-05-15,47.72999954223633,49.18000030517578,51.83000183105469,26.416000366210938
2019-05-16,47.52000045776367,49.58000183105469,52.79999923706055,27.801000595092773
2019-05-17,47.25,49.20000076293945,52.22999954223633,27.350000381469727
2019-05-20,45.772499084472656,48.849998474121094,52.290000915527344,26.7189998626709
2019-05-21,46.650001525878906,48.599998474121094,52.18000030517578,27.2810001373291
2019-05-22,45.69499969482422,49.650001525878906,52.09000015258789,27.899999618530273
2019-05-23,44.915000915527344,49.849998474121094,52.040000915527344,27.16200065612793
2019-05-24,44.74250030517578,49.61000061035156,52.130001068115234,27.584999084472656
2019-05-28,44.557498931884766,49.099998474121094,50.970001220703125,28.243000030517578
2019-05-29,44.345001220703125,48.61000061035156,51.15999984741211,27.26799964904785
2019-05-30,44.57500076293945,49.25,51.25,27.704999923706055
2019-05-31,43.76750183105469,49.130001068115234,50.849998474121094,27.489999771118164
2019-06-03,43.32500076293945,49.97999954223633,51.560001373291016,26.5
2019-06-04,44.90999984741211,50.0,52.13999938964844,27.399999618530273
2019-06-05,45.6349983215332,50.779998779296875,52.939998626708984,29.25200080871582
2019-06-06,46.30500030517578,51.400001525878906,53.459999084472656,29.70599937438965
2019-06-07,47.537498474121094,51.4900016784668,54.02000045776367,30.5049991607666
2019-06-10,48.14500045776367,51.380001068115234,54.189998626708984,30.67300033569336
2019-06-11,48.70249938964844,51.33000183105469,53.9900016784668,30.67099952697754
2019-06-12,48.54750061035156,51.63999938964844,54.54999923706055,31.013999938964844
